"","disease","state","year","weeks_reporting","count","population"
"15017","Polio","Texas",1940,51,8214,6414824
"15018","Polio","Texas",1941,51,10667,6494322
"15019","Polio","Texas",1942,51,7750,6586352
"15020","Polio","Texas",1943,52,16131,6690408
"15021","Polio","Texas",1944,52,10178,6805995
"15022","Polio","Texas",1945,52,10263,6932606
"15023","Polio","Texas",1946,52,8439,7069715
"15024","Polio","Texas",1947,51,20636,7216764
"15025","Polio","Texas",1948,50,12121,7373147
"15026","Polio","Texas",1949,52,5279,7538201
"15027","Polio","Texas",1950,50,11248,7711194
"15028","Polio","Texas",1951,48,12796,7891257
"15029","Polio","Texas",1952,48,11044,8077195
"15030","Polio","Texas",1953,48,4489,8267630
"15031","Polio","Texas",1954,51,5785,8461038
"15032","Polio","Texas",1955,51,10133,8655749
"15033","Polio","Texas",1956,0,0,8849938
"15034","Polio","Texas",1957,0,0,9041624
"15035","Polio","Texas",1958,0,0,9228679
"15036","Polio","Texas",1959,0,0,9408830
"15037","Polio","Texas",1960,0,0,9579678
"15038","Polio","Texas",1961,0,0,9739609
"15039","Polio","Texas",1962,0,0,9890620
"15040","Polio","Texas",1963,0,0,10035820
"15041","Polio","Texas",1964,0,0,10178544
"15042","Polio","Texas",1965,0,0,10322334
"15043","Polio","Texas",1966,0,0,10470937
"15044","Polio","Texas",1967,0,0,10628322
"15045","Polio","Texas",1968,0,0,10798697
"15046","Polio","Texas",1969,0,0,10986554
"15047","Polio","Texas",1970,0,0,11196730
"15048","Polio","Texas",1971,0,0,11433080
"15049","Polio","Texas",1972,0,0,11694123
"15050","Polio","Texas",1973,0,0,11976810
"15051","Polio","Texas",1974,32,143,12277800
"15052","Polio","Texas",1975,36,141,12593389
"15053","Polio","Texas",1976,24,36,12919453
"15054","Polio","Texas",1977,35,83,13251403
"15055","Polio","Texas",1978,41,132,13584154
"15056","Polio","Texas",1979,40,110,13912114
"15057","Polio","Texas",1980,38,77,14229191
"15058","Polio","Texas",1981,34,84,14530385
"15059","Polio","Texas",1982,36,71,14816758
"15060","Polio","Texas",1983,48,98,15091213
"15061","Polio","Texas",1984,44,61,15356979
"15062","Polio","Texas",1985,30,351,15617586
"15063","Polio","Texas",1986,28,89,15876848
"15064","Polio","Texas",1987,16,78,16138855
"15065","Polio","Texas",1988,33,119,16407975
"15066","Polio","Texas",1989,24,250,16688868
"15067","Polio","Texas",1990,18,82,16986510
"15068","Polio","Texas",1991,23,81,17305041
"15069","Polio","Texas",1992,7,34,17644041
"15070","Polio","Texas",1993,34,83,18001811
"15071","Polio","Texas",1994,44,121,18376501
"15072","Polio","Texas",1995,47,126,18766087
"15073","Polio","Texas",1996,39,77,19168347
"15074","Polio","Texas",1997,47,109,19580842
"15075","Polio","Texas",1998,46,157,20000905
"15076","Polio","Texas",1999,48,100,20425620
"15077","Polio","Texas",2000,34,152,20851820
"15078","Polio","Texas",2001,40,222,21276781
"15079","Polio","Texas",2002,45,974,21700457
"15080","Polio","Texas",2003,37,754,22123555
"15081","Polio","Texas",2004,41,831,22546865
"15082","Polio","Texas",2005,48,1478,22971255
"15083","Polio","Texas",2006,47,387,23397676
"15084","Polio","Texas",2007,46,337,23827160
"15085","Polio","Texas",2008,50,337,24260820
"15086","Polio","Texas",2009,51,867,24699858
"15087","Polio","Texas",2010,51,1255,25145561
"15088","Polio","Texas",2011,50,522,25599089
"15089","Polio","Utah",1938,51,2528,537493
"15090","Polio","Utah",1939,52,3173,543325
"15091","Polio","Utah",1940,51,3972,550310
"15092","Polio","Utah",1941,51,2765,558636
"15093","Polio","Utah",1942,51,1503,568306
"15094","Polio","Utah",1943,52,2298,579279
"15095","Polio","Utah",1944,52,1805,591513
"15096","Polio","Utah",1945,51,1287,604968
"15097","Polio","Utah",1946,52,752,619600
"15098","Polio","Utah",1947,48,575,635362
"15099","Polio","Utah",1948,50,615,652201
"15100","Polio","Utah",1949,52,940,670057
"15101","Polio","Utah",1950,49,679,688862
"15102","Polio","Utah",1951,38,173,708526
"15103","Polio","Utah",1952,42,221,728898
"15104","Polio","Utah",1953,18,90,749797
"15105","Polio","Utah",1954,47,556,771019
"15106","Polio","Utah",1955,48,685,792335
"15107","Polio","Utah",1956,0,0,813491
"15108","Polio","Utah",1957,0,0,834210
"15109","Polio","Utah",1958,0,0,854190
"15110","Polio","Utah",1959,0,0,873110
"15111","Polio","Utah",1960,0,0,890627
"15112","Polio","Utah",1961,0,0,906523
"15113","Polio","Utah",1962,0,0,921125
"15114","Polio","Utah",1963,0,0,934935
"15115","Polio","Utah",1964,0,0,948491
"15116","Polio","Utah",1965,0,0,962366
"15117","Polio","Utah",1966,0,0,977165
"15118","Polio","Utah",1967,0,0,993534
"15119","Polio","Utah",1968,0,0,1012163
"15120","Polio","Utah",1969,0,0,1033800
"15121","Polio","Utah",1970,0,0,1059273
"15122","Polio","Utah",1971,0,0,1089254
"15123","Polio","Utah",1972,0,0,1123473
"15124","Polio","Utah",1973,0,0,1161369
"15125","Polio","Utah",1974,7,11,1202301
"15126","Polio","Utah",1975,0,0,1245526
"15127","Polio","Utah",1976,4,4,1290183
"15128","Polio","Utah",1977,4,5,1335272
"15129","Polio","Utah",1978,5,8,1379653
"15130","Polio","Utah",1979,1,2,1422044
"15131","Polio","Utah",1980,5,10,1461037
"15132","Polio","Utah",1981,7,8,1495481
"15133","Polio","Utah",1982,2,4,1525668
"15134","Polio","Utah",1983,40,22,1552360
"15135","Polio","Utah",1984,47,7,1576418
"15136","Polio","Utah",1985,45,59,1598784
"15137","Polio","Utah",1986,46,46,1620472
"15138","Polio","Utah",1987,44,12,1642554
"15139","Polio","Utah",1988,51,34,1666165
"15140","Polio","Utah",1989,34,25,1692503
"15141","Polio","Utah",1990,40,39,1722850
"15142","Polio","Utah",1991,42,36,1758275
"15143","Polio","Utah",1992,41,42,1798646
"15144","Polio","Utah",1993,40,39,1843507
"15145","Polio","Utah",1994,43,26,1892358
"15146","Polio","Utah",1995,43,29,1944650
"15147","Polio","Utah",1996,45,21,1999766
"15148","Polio","Utah",1997,40,26,2057008
"15149","Polio","Utah",1998,48,211,2115593
"15150","Polio","Utah",1999,50,52,2174640
"15151","Polio","Utah",2000,51,39,2233169
"15152","Polio","Utah",2001,46,64,2290312
"15153","Polio","Utah",2002,47,102,2345993
"15154","Polio","Utah",2003,45,110,2400368
"15155","Polio","Utah",2004,46,239,2453625
"15156","Polio","Utah",2005,49,636,2505982
"15157","Polio","Utah",2006,42,648,2557685
"15158","Polio","Utah",2007,48,355,2609009
"15159","Polio","Utah",2008,50,114,2660259
"15160","Polio","Utah",2009,46,184,2711765
"15161","Polio","Utah",2010,43,232,2763885
"15162","Polio","Utah",2011,47,284,2816942
"15163","Polio","Vermont",1938,51,2469,358149
"15164","Polio","Vermont",1939,52,3034,358505
"15165","Polio","Vermont",1940,51,1377,359231
"15166","Polio","Vermont",1941,51,636,360380
"15167","Polio","Vermont",1942,51,2079,361899
"15168","Polio","Vermont",1943,52,1222,363711
"15169","Polio","Vermont",1944,52,1225,365737
"15170","Polio","Vermont",1945,52,1400,367895
"15171","Polio","Vermont",1946,52,934,370105
"15172","Polio","Vermont",1947,51,1172,372282
"15173","Polio","Vermont",1948,49,1240,374340
"15174","Polio","Vermont",1949,41,319,376191
"15175","Polio","Vermont",1950,51,1789,377747
"15176","Polio","Vermont",1951,43,751,378949
"15177","Polio","Vermont",1952,48,604,379869
"15178","Polio","Vermont",1953,46,505,380612
"15179","Polio","Vermont",1954,42,576,381283
"15180","Polio","Vermont",1955,33,230,381989
"15181","Polio","Vermont",1956,0,0,382839
"15182","Polio","Vermont",1957,0,0,383942
"15183","Polio","Vermont",1958,0,0,385407
"15184","Polio","Vermont",1959,0,0,387348
"15185","Polio","Vermont",1960,0,0,389881
"15186","Polio","Vermont",1961,0,0,393098
"15187","Polio","Vermont",1962,0,0,396971
"15188","Polio","Vermont",1963,0,0,401442
"15189","Polio","Vermont",1964,0,0,406453
"15190","Polio","Vermont",1965,0,0,411945
"15191","Polio","Vermont",1966,0,0,417855
"15192","Polio","Vermont",1967,0,0,424120
"15193","Polio","Vermont",1968,0,0,430670
"15194","Polio","Vermont",1969,0,0,437433
"15195","Polio","Vermont",1970,0,0,444330
"15196","Polio","Vermont",1971,0,0,451289
"15197","Polio","Vermont",1972,0,0,458274
"15198","Polio","Vermont",1973,0,0,465258
"15199","Polio","Vermont",1974,1,1,472211
"15200","Polio","Vermont",1975,1,5,479102
"15201","Polio","Vermont",1976,0,0,485900
"15202","Polio","Vermont",1977,0,0,492570
"15203","Polio","Vermont",1978,0,0,499077
"15204","Polio","Vermont",1979,0,0,505385
"15205","Polio","Vermont",1980,0,0,511456
"15206","Polio","Vermont",1981,0,0,517263
"15207","Polio","Vermont",1982,2,2,522825
"15208","Polio","Vermont",1983,49,8,528174
"15209","Polio","Vermont",1984,47,25,533345
"15210","Polio","Vermont",1985,50,4,538373
"15211","Polio","Vermont",1986,45,3,543296
"15212","Polio","Vermont",1987,46,4,548155
"15213","Polio","Vermont",1988,39,5,552989
"15214","Polio","Vermont",1989,23,15,557842
"15215","Polio","Vermont",1990,46,7,562758
"15216","Polio","Vermont",1991,39,4,567766
"15217","Polio","Vermont",1992,26,18,572831
"15218","Polio","Vermont",1993,46,112,577902
"15219","Polio","Vermont",1994,48,45,582926
"15220","Polio","Vermont",1995,49,45,587845
"15221","Polio","Vermont",1996,51,120,592604
"15222","Polio","Vermont",1997,50,162,597142
"15223","Polio","Vermont",1998,48,62,601400
"15224","Polio","Vermont",1999,46,58,605316
"15225","Polio","Vermont",2000,51,162,608827
"15226","Polio","Vermont",2001,49,77,611887
"15227","Polio","Vermont",2002,49,149,614522
"15228","Polio","Vermont",2003,47,64,616773
"15229","Polio","Vermont",2004,45,123,618688
"15230","Polio","Vermont",2005,49,88,620311
"15231","Polio","Vermont",2006,48,62,621691
"15232","Polio","Vermont",2007,48,43,622875
"15233","Polio","Vermont",2008,50,11,623912
"15234","Polio","Vermont",2009,49,10,624851
"15235","Polio","Vermont",2010,47,15,625741
"15236","Polio","Vermont",2011,42,42,626624
"15237","Polio","Virginia",1938,51,3891,2596428
"15238","Polio","Virginia",1939,52,3404,2634570
"15239","Polio","Virginia",1940,51,3084,2677773
"15240","Polio","Virginia",1941,51,4187,2726395
"15241","Polio","Virginia",1942,51,2574,2780108
"15242","Polio","Virginia",1943,52,4831,2838384
"15243","Polio","Virginia",1944,52,2953,2900653
"15244","Polio","Virginia",1945,52,2809,2966294
"15245","Polio","Virginia",1946,52,3045,3034625
"15246","Polio","Virginia",1947,51,4066,3104896
"15247","Polio","Virginia",1948,52,2244,3176279
"15248","Polio","Virginia",1949,52,1375,3247869
"15249","Polio","Virginia",1950,51,3185,3318680
"15250","Polio","Virginia",1951,47,1945,3387860
"15251","Polio","Virginia",1952,48,1307,3455383
"15252","Polio","Virginia",1953,49,373,3521459
"15253","Polio","Virginia",1954,52,1435,3586328
"15254","Polio","Virginia",1955,49,1388,3650255
"15255","Polio","Virginia",1956,0,0,3713534
"15256","Polio","Virginia",1957,0,0,3776485
"15257","Polio","Virginia",1958,0,0,3839453
"15258","Polio","Virginia",1959,0,0,3902809
"15259","Polio","Virginia",1960,0,0,3966949
"15260","Polio","Virginia",1961,0,0,4032201
"15261","Polio","Virginia",1962,0,0,4098525
"15262","Polio","Virginia",1963,0,0,4165780
"15263","Polio","Virginia",1964,0,0,4233813
"15264","Polio","Virginia",1965,0,0,4302462
"15265","Polio","Virginia",1966,0,0,4371553
"15266","Polio","Virginia",1967,0,0,4440903
"15267","Polio","Virginia",1968,0,0,4510316
"15268","Polio","Virginia",1969,0,0,4579585
"15269","Polio","Virginia",1970,0,0,4648494
"15270","Polio","Virginia",1971,0,0,4716888
"15271","Polio","Virginia",1972,0,0,4784911
"15272","Polio","Virginia",1973,0,0,4852796
"15273","Polio","Virginia",1974,19,41,4920790
"15274","Polio","Virginia",1975,16,20,4989154
"15275","Polio","Virginia",1976,8,11,5058168
"15276","Polio","Virginia",1977,19,25,5128123
"15277","Polio","Virginia",1978,20,22,5199330
"15278","Polio","Virginia",1979,13,19,5272114
"15279","Polio","Virginia",1980,9,10,5346818
"15280","Polio","Virginia",1981,8,10,5423715
"15281","Polio","Virginia",1982,21,28,5502729
"15282","Polio","Virginia",1983,46,55,5583684
"15283","Polio","Virginia",1984,50,19,5666393
"15284","Polio","Virginia",1985,46,22,5750657
"15285","Polio","Virginia",1986,49,55,5836264
"15286","Polio","Virginia",1987,50,57,5922986
"15287","Polio","Virginia",1988,51,40,6010582
"15288","Polio","Virginia",1989,36,31,6098796
"15289","Polio","Virginia",1990,47,25,6187358
"15290","Polio","Virginia",1991,45,25,6276031
"15291","Polio","Virginia",1992,42,17,6364773
"15292","Polio","Virginia",1993,43,62,6453592
"15293","Polio","Virginia",1994,47,34,6542496
"15294","Polio","Virginia",1995,40,31,6631499
"15295","Polio","Virginia",1996,39,87,6720613
"15296","Polio","Virginia",1997,46,56,6809854
"15297","Polio","Virginia",1998,36,51,6899238
"15298","Polio","Virginia",1999,48,47,6988785
"15299","Polio","Virginia",2000,50,115,7078515
"15300","Polio","Virginia",2001,42,138,7168459
"15301","Polio","Virginia",2002,45,149,7258685
"15302","Polio","Virginia",2003,43,89,7349269
"15303","Polio","Virginia",2004,46,250,7440298
"15304","Polio","Virginia",2005,44,330,7531857
"15305","Polio","Virginia",2006,43,133,7624040
"15306","Polio","Virginia",2007,48,77,7716943
"15307","Polio","Virginia",2008,49,103,7810670
"15308","Polio","Virginia",2009,49,104,7905326
"15309","Polio","Virginia",2010,47,156,8001024
"15310","Polio","Virginia",2011,52,171,8097863
"15311","Polio","Washington",1938,50,4441,1676398
"15312","Polio","Washington",1939,52,1621,1702707
"15313","Polio","Washington",1940,51,2026,1736191
"15314","Polio","Washington",1941,51,4619,1778078
"15315","Polio","Washington",1942,51,3001,1827948
"15316","Polio","Washington",1943,52,2291,1884913
"15317","Polio","Washington",1944,52,1526,1947996
"15318","Polio","Washington",1945,52,1282,2016085
"15319","Polio","Washington",1946,52,1522,2087893
"15320","Polio","Washington",1947,51,1459,2161927
"15321","Polio","Washington",1948,50,965,2236465
"15322","Polio","Washington",1949,51,782,2309543
"15323","Polio","Washington",1950,50,2077,2378963
"15324","Polio","Washington",1951,45,633,2442804
"15325","Polio","Washington",1952,44,361,2501026
"15326","Polio","Washington",1953,44,513,2554187
"15327","Polio","Washington",1954,51,1374,2602965
"15328","Polio","Washington",1955,50,1041,2648142
"15329","Polio","Washington",1956,0,0,2690592
"15330","Polio","Washington",1957,0,0,2731267
"15331","Polio","Washington",1958,0,0,2771191
"15332","Polio","Washington",1959,0,0,2811455
"15333","Polio","Washington",1960,0,0,2853214
"15334","Polio","Washington",1961,0,0,2897471
"15335","Polio","Washington",1962,0,0,2944397
"15336","Polio","Washington",1963,0,0,2993942
"15337","Polio","Washington",1964,0,0,3046057
"15338","Polio","Washington",1965,0,0,3100686
"15339","Polio","Washington",1966,0,0,3157768
"15340","Polio","Washington",1967,0,0,3217235
"15341","Polio","Washington",1968,0,0,3279015
"15342","Polio","Washington",1969,0,0,3343024
"15343","Polio","Washington",1970,0,0,3409169
"15344","Polio","Washington",1971,0,0,3477326
"15345","Polio","Washington",1972,0,0,3547263
"15346","Polio","Washington",1973,0,0,3618704
"15347","Polio","Washington",1974,17,51,3691346
"15348","Polio","Washington",1975,16,27,3764862
"15349","Polio","Washington",1976,11,25,3838897
"15350","Polio","Washington",1977,27,62,3913069
"15351","Polio","Washington",1978,27,46,3986966
"15352","Polio","Washington",1979,8,11,4060150
"15353","Polio","Washington",1980,26,60,4132156
"15354","Polio","Washington",1981,30,57,4202665
"15355","Polio","Washington",1982,23,36,4272055
"15356","Polio","Washington",1983,43,17,4340912
"15357","Polio","Washington",1984,51,325,4409870
"15358","Polio","Washington",1985,49,92,4479602
"15359","Polio","Washington",1986,51,154,4550828
"15360","Polio","Washington",1987,51,107,4624310
"15361","Polio","Washington",1988,50,118,4700862
"15362","Polio","Washington",1989,45,194,4781348
"15363","Polio","Washington",1990,47,210,4866692
"15364","Polio","Washington",1991,45,134,4957590
"15365","Polio","Washington",1992,43,216,5053591
"15366","Polio","Washington",1993,47,94,5153900
"15367","Polio","Washington",1994,50,37,5257654
"15368","Polio","Washington",1995,46,370,5363915
"15369","Polio","Washington",1996,49,723,5471663
"15370","Polio","Washington",1997,49,379,5579793
"15371","Polio","Washington",1998,46,298,5687112
"15372","Polio","Washington",1999,49,644,5792342
"15373","Polio","Washington",2000,50,410,5894121
"15374","Polio","Washington",2001,48,171,5991319
"15375","Polio","Washington",2002,45,439,6084016
"15376","Polio","Washington",2003,43,657,6172643
"15377","Polio","Washington",2004,44,724,6257679
"15378","Polio","Washington",2005,48,819,6339647
"15379","Polio","Washington",2006,47,325,6419111
"15380","Polio","Washington",2007,50,299,6496675
"15381","Polio","Washington",2008,49,445,6572980
"15382","Polio","Washington",2009,50,315,6648698
"15383","Polio","Washington",2010,48,561,6724540
"15384","Polio","Washington",2011,48,731,6801121
"15385","Polio","West Virginia",1938,51,3015,1872030
"15386","Polio","West Virginia",1939,52,1511,1886942
"15387","Polio","West Virginia",1940,51,1843,1901974
"15388","Polio","West Virginia",1941,51,2264,1917274
"15389","Polio","West Virginia",1942,51,1400,1932565
"15390","Polio","West Virginia",1943,52,2405,1947457
"15391","Polio","West Virginia",1944,52,1378,1961544
"15392","Polio","West Virginia",1945,52,1153,1974413
"15393","Polio","West Virginia",1946,52,1198,1985639
"15394","Polio","West Virginia",1947,46,984,1994794
"15395","Polio","West Virginia",1948,52,984,2001447
"15396","Polio","West Virginia",1949,52,1051,2005173
"15397","Polio","West Virginia",1950,51,2287,2005552
"15398","Polio","West Virginia",1951,36,1263,2002299
"15399","Polio","West Virginia",1952,47,1813,1995621
"15400","Polio","West Virginia",1953,47,592,1985856
"15401","Polio","West Virginia",1954,50,1545,1973353
"15402","Polio","West Virginia",1955,51,1979,1958465
"15403","Polio","West Virginia",1956,0,0,1941544
"15404","Polio","West Virginia",1957,0,0,1922941
"15405","Polio","West Virginia",1958,0,0,1902998
"15406","Polio","West Virginia",1959,0,0,1882050
"15407","Polio","West Virginia",1960,0,0,1860421
"15408","Polio","West Virginia",1961,0,0,1838502
"15409","Polio","West Virginia",1962,0,0,1816991
"15410","Polio","West Virginia",1963,0,0,1796634
"15411","Polio","West Virginia",1964,0,0,1778141
"15412","Polio","West Virginia",1965,0,0,1762200
"15413","Polio","West Virginia",1966,0,0,1749477
"15414","Polio","West Virginia",1967,0,0,1740635
"15415","Polio","West Virginia",1968,0,0,1736343
"15416","Polio","West Virginia",1969,0,0,1737298
"15417","Polio","West Virginia",1970,0,0,1744237
"15418","Polio","West Virginia",1971,0,0,1757602
"15419","Polio","West Virginia",1972,0,0,1776420
"15420","Polio","West Virginia",1973,0,0,1799353
"15421","Polio","West Virginia",1974,4,17,1825021
"15422","Polio","West Virginia",1975,18,44,1851977
"15423","Polio","West Virginia",1976,15,25,1878690
"15424","Polio","West Virginia",1977,9,66,1903537
"15425","Polio","West Virginia",1978,16,22,1924819
"15426","Polio","West Virginia",1979,16,21,1940779
"15427","Polio","West Virginia",1980,9,22,1949644
"15428","Polio","West Virginia",1981,5,5,1950183
"15429","Polio","West Virginia",1982,10,14,1943276
"15430","Polio","West Virginia",1983,43,11,1930383
"15431","Polio","West Virginia",1984,49,13,1912990
"15432","Polio","West Virginia",1985,28,5,1892575
"15433","Polio","West Virginia",1986,43,28,1870576
"15434","Polio","West Virginia",1987,50,47,1848374
"15435","Polio","West Virginia",1988,29,12,1827291
"15436","Polio","West Virginia",1989,39,36,1808587
"15437","Polio","West Virginia",1990,46,28,1793477
"15438","Polio","West Virginia",1991,42,8,1782845
"15439","Polio","West Virginia",1992,33,11,1776378
"15440","Polio","West Virginia",1993,42,12,1773494
"15441","Polio","West Virginia",1994,49,6,1773638
"15442","Polio","West Virginia",1995,0,0,1776274
"15443","Polio","West Virginia",1996,39,7,1780874
"15444","Polio","West Virginia",1997,46,6,1786913
"15445","Polio","West Virginia",1998,37,4,1793862
"15446","Polio","West Virginia",1999,37,4,1801186
"15447","Polio","West Virginia",2000,26,1,1808344
"15448","Polio","West Virginia",2001,42,3,1814887
"15449","Polio","West Virginia",2002,40,30,1820780
"15450","Polio","West Virginia",2003,39,26,1826090
"15451","Polio","West Virginia",2004,40,22,1830889
"15452","Polio","West Virginia",2005,44,46,1835246
"15453","Polio","West Virginia",2006,42,43,1839236
"15454","Polio","West Virginia",2007,42,18,1842932
"15455","Polio","West Virginia",2008,35,8,1846406
"15456","Polio","West Virginia",2009,47,28,1849735
"15457","Polio","West Virginia",2010,51,91,1852994
"15458","Polio","West Virginia",2011,30,37,1856246
"15459","Polio","Wisconsin",1938,51,12739,3098835
"15460","Polio","Wisconsin",1939,52,10985,3117751
"15461","Polio","Wisconsin",1940,51,7070,3137587
"15462","Polio","Wisconsin",1941,51,8984,3158678
"15463","Polio","Wisconsin",1942,51,10441,3181216
"15464","Polio","Wisconsin",1943,52,11240,3205364
"15465","Polio","Wisconsin",1944,52,5185,3231289
"15466","Polio","Wisconsin",1945,52,3414,3259165
"15467","Polio","Wisconsin",1946,52,7031,3289177
"15468","Polio","Wisconsin",1947,51,7597,3321517
"15469","Polio","Wisconsin",1948,52,3011,3356385
"15470","Polio","Wisconsin",1949,51,3298,3393996
"15471","Polio","Wisconsin",1950,51,6236,3434575
"15472","Polio","Wisconsin",1951,47,2631,3478264
"15473","Polio","Wisconsin",1952,48,2061,3524811
"15474","Polio","Wisconsin",1953,49,1179,3573855
"15475","Polio","Wisconsin",1954,52,2126,3625011
"15476","Polio","Wisconsin",1955,51,2196,3677874
"15477","Polio","Wisconsin",1956,0,0,3732014
"15478","Polio","Wisconsin",1957,0,0,3786974
"15479","Polio","Wisconsin",1958,0,0,3842268
"15480","Polio","Wisconsin",1959,0,0,3897383
"15481","Polio","Wisconsin",1960,0,0,3951777
"15482","Polio","Wisconsin",1961,0,0,4004968
"15483","Polio","Wisconsin",1962,0,0,4056816
"15484","Polio","Wisconsin",1963,0,0,4107272
"15485","Polio","Wisconsin",1964,0,0,4156286
"15486","Polio","Wisconsin",1965,0,0,4203815
"15487","Polio","Wisconsin",1966,0,0,4249813
"15488","Polio","Wisconsin",1967,0,0,4294241
"15489","Polio","Wisconsin",1968,0,0,4337060
"15490","Polio","Wisconsin",1969,0,0,4378235
"15491","Polio","Wisconsin",1970,0,0,4417731
"15492","Polio","Wisconsin",1971,0,0,4455510
"15493","Polio","Wisconsin",1972,0,0,4491500
"15494","Polio","Wisconsin",1973,0,0,4525620
"15495","Polio","Wisconsin",1974,33,124,4557793
"15496","Polio","Wisconsin",1975,38,109,4587941
"15497","Polio","Wisconsin",1976,25,47,4615990
"15498","Polio","Wisconsin",1977,15,26,4641866
"15499","Polio","Wisconsin",1978,24,44,4665500
"15500","Polio","Wisconsin",1979,12,18,4686822
"15501","Polio","Wisconsin",1980,16,27,4705767
"15502","Polio","Wisconsin",1981,17,29,4722410
"15503","Polio","Wisconsin",1982,21,38,4737376
"15504","Polio","Wisconsin",1983,45,60,4751438
"15505","Polio","Wisconsin",1984,48,62,4765381
"15506","Polio","Wisconsin",1985,45,158,4779997
"15507","Polio","Wisconsin",1986,46,101,4796090
"15508","Polio","Wisconsin",1987,46,68,4814473
"15509","Polio","Wisconsin",1988,43,50,4835977
"15510","Polio","Wisconsin",1989,29,95,4861451
"15511","Polio","Wisconsin",1990,45,99,4891769
"15512","Polio","Wisconsin",1991,43,89,4927545
"15513","Polio","Wisconsin",1992,41,214,4968242
"15514","Polio","Wisconsin",1993,43,323,5013015
"15515","Polio","Wisconsin",1994,45,22,5060999
"15516","Polio","Wisconsin",1995,38,11,5111299
"15517","Polio","Wisconsin",1996,46,3,5162987
"15518","Polio","Wisconsin",1997,43,79,5215094
"15519","Polio","Wisconsin",1998,41,34,5266615
"15520","Polio","Wisconsin",1999,25,64,5316503
"15521","Polio","Wisconsin",2000,41,72,5363675
"15522","Polio","Wisconsin",2001,46,97,5407258
"15523","Polio","Wisconsin",2002,46,112,5447341
"15524","Polio","Wisconsin",2003,43,208,5484273
"15525","Polio","Wisconsin",2004,44,4045,5518418
"15526","Polio","Wisconsin",2005,48,1074,5550158
"15527","Polio","Wisconsin",2006,46,113,5579888
"15528","Polio","Wisconsin",2007,42,195,5608014
"15529","Polio","Wisconsin",2008,26,107,5634954
"15530","Polio","Wisconsin",2009,49,115,5661132
"15531","Polio","Wisconsin",2010,48,304,5686986
"15532","Polio","Wisconsin",2011,52,351,5712883
"15533","Polio","Wyoming",1938,51,559,245149
"15534","Polio","Wyoming",1939,52,473,247869
"15535","Polio","Wyoming",1940,51,207,250742
"15536","Polio","Wyoming",1941,51,379,253795
"15537","Polio","Wyoming",1942,51,347,257038
"15538","Polio","Wyoming",1943,52,210,260476
"15539","Polio","Wyoming",1944,52,370,264115
"15540","Polio","Wyoming",1945,50,212,267960
"15541","Polio","Wyoming",1946,40,248,272018
"15542","Polio","Wyoming",1947,39,218,276297
"15543","Polio","Wyoming",1948,34,163,280803
"15544","Polio","Wyoming",1949,17,37,285544
"15545","Polio","Wyoming",1950,33,120,290529
"15546","Polio","Wyoming",1951,41,414,295744
"15547","Polio","Wyoming",1952,37,367,301083
"15548","Polio","Wyoming",1953,23,53,306410
"15549","Polio","Wyoming",1954,13,21,311578
"15550","Polio","Wyoming",1955,35,126,316430
"15551","Polio","Wyoming",1956,0,0,320803
"15552","Polio","Wyoming",1957,0,0,324526
"15553","Polio","Wyoming",1958,0,0,327426
"15554","Polio","Wyoming",1959,0,0,329329
"15555","Polio","Wyoming",1960,0,0,330066
"15556","Polio","Wyoming",1961,0,0,329572
"15557","Polio","Wyoming",1962,0,0,328162
"15558","Polio","Wyoming",1963,0,0,326250
"15559","Polio","Wyoming",1964,0,0,324243
"15560","Polio","Wyoming",1965,0,0,322538
"15561","Polio","Wyoming",1966,0,0,321526
"15562","Polio","Wyoming",1967,0,0,321596
"15563","Polio","Wyoming",1968,0,0,323145
"15564","Polio","Wyoming",1969,0,0,326595
"15565","Polio","Wyoming",1970,0,0,332416
"15566","Polio","Wyoming",1971,0,0,340985
"15567","Polio","Wyoming",1972,0,0,352081
"15568","Polio","Wyoming",1973,0,0,365309
"15569","Polio","Wyoming",1974,1,1,380233
"15570","Polio","Wyoming",1975,4,7,396342
"15571","Polio","Wyoming",1976,0,0,413027
"15572","Polio","Wyoming",1977,0,0,429572
"15573","Polio","Wyoming",1978,0,0,445144
"15574","Polio","Wyoming",1979,0,0,458809
"15575","Polio","Wyoming",1980,2,2,469557
"15576","Polio","Wyoming",1981,3,7,476591
"15577","Polio","Wyoming",1982,4,4,480117
"15578","Polio","Wyoming",1983,41,6,480671
"15579","Polio","Wyoming",1984,43,6,478860
"15580","Polio","Wyoming",1985,6,1,475320
"15581","Polio","Wyoming",1986,32,4,470694
"15582","Polio","Wyoming",1987,50,5,465612
"15583","Polio","Wyoming",1988,49,1,460682
"15584","Polio","Wyoming",1989,13,0,456486
"15585","Polio","Wyoming",1990,1,1,453588
"15586","Polio","Wyoming",1991,42,4,452414
"15587","Polio","Wyoming",1992,0,0,452883
"15588","Polio","Wyoming",1993,47,1,454802
"15589","Polio","Wyoming",1994,0,0,457989
"15590","Polio","Wyoming",1995,28,1,462267
"15591","Polio","Wyoming",1996,27,9,467464
"15592","Polio","Wyoming",1997,49,8,473401
"15593","Polio","Wyoming",1998,33,1,479897
"15594","Polio","Wyoming",1999,43,1,486758
"15595","Polio","Wyoming",2000,28,5,493782
"15596","Polio","Wyoming",2001,32,1,500794
"15597","Polio","Wyoming",2002,45,10,507765
"15598","Polio","Wyoming",2003,41,129,514708
